"Company Name","Website","Phone","Email","Address","Category","Website Status","Lead Score","Qualification Level","SSL Status","Source","Rating","Created At","Searched Keyword","Searched Location"
"Mayur-II Restaurant","https://www.google.com/searchviewer/42?cvd=clw_eiykjoicitifehgiftlx29ipeaoml2cvmti2m2rqemzwgae6awjwdq%3d%3d&hl=en-in&gl=in&fo_m=mfohqo559jfvmuozjvpjpl1ymfz3binywbdumfaxtpp5kxh-&utm_source=tactile&gei=_aarau-jj4_ysempz8qjka0&ei=_aarau-jj4_ysempz8qjka0&fo_s=oa,soe&opi=79508299&ordertype=1&ebb=1&cs=0&foub=mcpp","07043701627","","
Shop No.15-19, Firstfloor,Neelkanthevenue, Odhav, Ahmedabad, Gujarat 380023","North Indian restaurant","unknown","80","","","google-maps","4.2","2026-06-12T06:02:41.455Z","Restaurant","Odhav"
"Ren Basera Restaurant","https://www.google.com/searchviewer/42?cvd=clw_eiykjoicitifehgiftlx29ipeaoml2cvmwhtngh4dza1gae6awjwdq%3d%3d&hl=en-in&gl=in&fo_m=mfohqo559jfvmuozjvpjpl1ymfz3binywbdumfaxtpp5kxh-&utm_source=tactile&gei=1qgrapcdhaonnespzohxuak&ei=1qgrapcdhaonnespzohxuak&fo_s=oa,soe&opi=79508299&ordertype=1&ebb=1&cs=0&foub=mcpp","08758371861","","
National Highway 8, Soni ni chali, Ramrajya Nagar, Odhav, Ahmedabad, Gujarat 382415","North Indian restaurant","unknown","80","","","google-maps","4.2","2026-06-12T06:02:45.594Z","Restaurant","Soni ni Chali"
"Saffron Restaurant","https://saffronrestaurant.co.in","09824996634","","
ground floor, Girivar glean mall, Odhav Rd, Odhav, Ahmedabad, Gujarat 382415","North Indian restaurant","unknown","80","","","google-maps","4.3","2026-06-12T06:02:58.032Z","Restaurant","Odhav"
"Vrindavan Restaurant","","","","
3, Tirupati Complex, Soni ni chali, Ramrajya Nagar, Odhav, Ahmedabad, Gujarat 382415","Restaurant","unknown","45","","","google-maps","4.4","2026-06-12T06:03:02.212Z","Restaurant","Odhav"
"SAT MART 🛒 || Best Grocery Store | Supermarket Store | Department Store In Odhav","","09824187816","","
45, Soni ni chali, Ramrajya Nagar, Odhav, Ahmedabad, Gujarat 380038","Grocery store","unknown","55","","","google-maps","3.8","2026-06-12T06:03:40.279Z","Grocery Store","Soni ni Chali"
"GEMINI SUPER MARKET","","09429211332","","
Chhotalal cross road, road, Odhav, Ahmedabad, Gujarat 382415","General store","unknown","60","","","google-maps","4.4","2026-06-12T06:03:44.292Z","Grocery Store","Odhav"
"KP Supermarket","http://kpsupermarket.com","09499855777","","
Gf. 3 Pushkar Square, Beside KP Hights & Mahavir Status Viratnagar 100 Ft Road Manmohan Cross Road, Nikol - Odhav Rd, Nikol, Ahmedabad, Gujarat 382415","Grocery store","unknown","80","","","google-maps","4.2","2026-06-12T06:03:48.731Z","Grocery Store","Odhav"
"D K TRADING","","09624374347","","
4, Somnath Nagar Society, Janta Nagar, N, Odhav, Ahmedabad, Gujarat 382415","Indian grocery store","unknown","65","","","google-maps","4.5","2026-06-12T06:03:52.876Z","Grocery Store","Odhav"
"Ramdev super mart","https://business.google.com/create?fp=7303681931093735710&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","","","
Somnath Park Society, 82, Takshashila School Rd, Satyam Nagar, Odhav, Ahmedabad, Gujarat 382415","Grocery store","unknown","70","","","google-maps","4.5","2026-06-12T06:03:56.940Z","Grocery Store","Odhav"
"SHREE MAHALAXMI SUPER MALL","","08347161612","","
Shop no. 38 & 39, Karnavati mega mall, Karnavati Cross Road, Odhav, Ahmedabad, Gujarat 382415","Indian grocery store","unknown","65","","","google-maps","5","2026-06-12T06:04:01.092Z","Grocery Store","Odhav"
"Raksha Stores Wholesale Mart","","09725403552","","
B 336, Nishit Park, Adinath Nagar, Odhav, Ahmedabad, Gujarat 382415","Grocery store","unknown","65","","","google-maps","5","2026-06-12T06:04:05.284Z","Grocery Store","Odhav"
"Shree Kanhaiya Sales","https://business.google.com/create?fp=12969912073966034437&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","08849881400","","
2MG9+H97, Odhav Rd, Adinath Nagar, Odhav, Ahmedabad, Gujarat 382415","Grocery store","unknown","85","","","google-maps","4.5","2026-06-12T06:04:09.635Z","Grocery Store","Odhav"
"Odhav Ring road","https://business.google.com/create?fp=12674638675225861892&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","","","
67, Odhav Rd, Soni ni chali, Industrial Area, Odhav, Ahmedabad, Gujarat 382415","Grocery store","unknown","70","","","google-maps","5","2026-06-12T06:04:14.052Z","Grocery Store","Soni ni Chali"
"Shree krishna General store","","09998734276","","
B/28, Aagaman Park, society, Adinath Nagar, Odhav, Ahmedabad, Gujarat 382415","Indian grocery store","unknown","60","","","google-maps","4","2026-06-12T06:04:19.268Z","Grocery Store","Odhav"
"MAHAKALI SUPER MARKET","","09662041631","","
Shop No 12, Durga Shopping Center, Ambica Nagar, Vallabha Nagar, Odhav, Ahmedabad, Gujarat 382415","Supermarket","unknown","65","","","google-maps","5","2026-06-12T06:04:45.576Z","Grocery Store","Odhav"
"Shree Bhavani Provision Stores","","09714089998","","
Gokulnagar Sopping Center, 5 6, Virat Nagar Rd, Pritipark Society, Ambica Nagar, Vallabha Nagar, Odhav, Ahmedabad, Gujarat 382415","Grocery store","unknown","65","","","google-maps","4.6","2026-06-12T06:04:50.193Z","Grocery Store","Odhav"
"FRESHARTH MART","","09200803000","","
Survey No 108/1 G.F.SHOP 16, Shaligram lake view Near Panchamrut school, Abajibapa, Odhav Rd, circel, Nikol, Ahmedabad, Gujarat 380049","Grocery store","unknown","65","","","google-maps","5","2026-06-12T06:04:57.200Z","Grocery Store","Odhav"
"Bholenath Provision Store","","07405253337","","
30, Rajendra Park Rd, Radhepark Society, Odhav, Ahmedabad, Gujarat 382415","Indian grocery store","unknown","65","","","google-maps","4.5","2026-06-12T06:05:01.392Z","Grocery Store","Odhav"
"Thakkar Atul Dineshbhai","https://business.google.com/create?fp=6724062096343882810&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","","","
Gaurav Society, A-21, near Aagman Park Society, Gokul Nagar, Adinath Nagar, Odhav, Ahmedabad, Gujarat 382415","Indian grocery store","unknown","65","","","google-maps","4.1","2026-06-12T06:05:05.384Z","Grocery Store","Odhav"
"Factory Outlet - Best Clothing Shop in Ahmedabad, Best Men's Wear, jeans, Shirt, kurta-pajama Collection in Ahmedabad","https://www.instagram.com/factoryoutlet_17?igsh=mtnvaxlpmgl6ahpwng==","07802023552","","
Shiv Endustrial, Ambika Tube Compound, C/49, Vatva Railway Over Bridge Rd, Vatva, Ahmedabad, Gujarat 382445","Clothing store","unknown","85","","","google-maps","4.7","2026-06-12T06:06:00.686Z","Cloth","Vatva"
"Factory Outlet Vatva (ULTRADENIM LIFESTYLE PVT.LTD.)","http://www.ultralifestyle.co.in","09023727575","","
Plot no. 5503, 3, Trikampura Patiya, Phase IV, Vatva GIDC, Ahmedabad, Gujarat 382445","Men's clothing store","unknown","80","","","google-maps","4.1","2026-06-12T06:06:10.918Z","Cloth","Vatva"
"FT FASHION STORE","","08758467277","","
Bibi Talav Cross Road, opp. SILICON-101, Taslim Society, Saiyedwadi, Vatva, Ahmedabad, Gujarat 382440","Men's clothing store","unknown","65","","","google-maps","4.9","2026-06-12T06:06:21.196Z","Cloth","Vatva"
"Raj Emporium","","07878458416","","
Mahalaxmi Corner, Hariom shopping centre, 4, Vatva, Ahmedabad, Gujarat 382440","Clothing store","unknown","65","","","google-maps","4.8","2026-06-12T06:06:33.713Z","Cloth","Vatva"
"LEO Clothing Shop","","09510271259","","
Shop No. 210, Chandrika Park, 3, Hanuman Nagar 2, nr. Hanuman nagar, Bacchubhai ka kuva, Vatva, Ahmedabad, Gujarat 382445","Clothing store","unknown","65","","","google-maps","5","2026-06-12T06:06:42.159Z","Cloth","Vatva"
"Star Selection","https://business.google.com/create?fp=4055642854620278382&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","09824288277","","
Shop No.1, New Vatva Rd, Opp. Golden Cinema, Vatava, Vatva, Ahmedabad, Gujarat 382445","Clothing store","unknown","85","","","google-maps","4.6","2026-06-12T06:06:46.158Z","Cloth","Vatva"
"Parswa Creation","","","","
Old Ambica tube compound, C 66 shiv industrial park Nr. Vatva railway over bridge Vatva 382440, near, Vatva Railway Over Bridge Rd, opp. durga nagar garib aavas, Vatva, Ahmedabad, Gujarat 382445","Clothing manufacturer","unknown","50","","","google-maps","5","2026-06-12T06:06:51.968Z","Cloth","Vatva"
"Kamal Emporium","","09898859149","","
Shop no.11, KEDARAM-44, near S.K English school, Vatva, Ahmedabad, Gujarat 382445","Clothing store","unknown","65","","","google-maps","4.9","2026-06-12T06:06:56.104Z","Cloth","Vatva"
"Antayul Apparel Manufacturing unit","https://www.antayulapparel.com","09039939969","","
Plant no. 46 and 57, Neelkanth Industrial Park, Vatva, Ahmedabad, Gujarat 382445","Clothing manufacturer","unknown","85","","","google-maps","4.8","2026-06-12T06:07:03.783Z","Cloth","Vatva"
"Shubham garments - Narol Ahmedabad","","09173160742","","
gajanan industrial park, 15, near Vatva Railway Over Bridge Road, Vatva, Ahmedabad, Gujarat 382445","Clothing store","unknown","65","","","google-maps","4.7","2026-06-12T06:07:08.682Z","Cloth","Vatva"
"ks men's wear","","07567972006","","
Vatva, Ahmedabad, Gujarat 382445","Clothing store","unknown","65","","","google-maps","5","2026-06-12T06:07:16.896Z","Cloth","Vatva"
"YOUNGSTER FASHION","","08000838294","","
Silicon Valley, Saiyedwadi, Vatva, Ahmedabad, Gujarat 382445","Men's clothing store","unknown","65","","","google-maps","5","2026-06-12T06:07:21.217Z","Cloth","Vatva"
"Hollywood Fashion Point","","08140689610","","
SILICON-101, Bibi talav par, Saiyedwadi, Vatva, Ahmedabad, Gujarat 382445","Clothing store","unknown","55","","","google-maps","3.8","2026-06-12T06:07:25.805Z","Cloth","Vatva"
"Manohar Fashion World","https://manoharfashionworld.com","09429065530","","
Nr.Vatva Bus Stop,Main Bazar,Vatva Gam, Gujarat 382445","Men's clothing store","unknown","80","","","google-maps","4","2026-06-12T06:07:43.049Z","Cloth","Vatva"
"The Havenstone A Multicuisine Restaurant","https://thehavenstonerestaurant.com","09173912772","","
Sepal Elegant, 101, Sardar Patel Ring Rd, nr. Vatva, Cenal, Vatva, Ahmedabad, Gujarat 382445","Restaurant","unknown","85","","","google-maps","4.9","2026-06-12T06:08:30.412Z","Restaurant","Vatva"
"Tulsi Kathiyavadi Hotel","","09824109999","","
Shop No 1, Near, Ropda Chokdi, Vatva, Ahmedabad, Gujarat 382435","Restaurant","unknown","60","","","google-maps","4.3","2026-06-12T06:08:50.866Z","Restaurant","Vatva"
"Maruti Restaurant","https://business.google.com/create?fp=8431880156769809122&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","08401859119","","
06, Gujarat Object, Vatva Brij, Ahmedabad, Gujarat 382445","American restaurant","unknown","80","","","google-maps","4.1","2026-06-12T06:08:54.766Z","Restaurant","Vatva"
"Shreenath Restaurant","https://business.google.com/create?fp=8035050559473985159&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","","","
WJPG+MVF, Sardar Patel Ring Rd, Vatva, Ahmedabad, Gujarat 382445","Restaurant","unknown","70","","","google-maps","4.7","2026-06-12T06:09:11.073Z","Restaurant","Vatva"
"SAGAR RESTAURANT","https://www.google.com/searchviewer/42?cvd=clw_eickjeicijigehkif9lx29ipeqonl2cvmtfinxbodnmwahgaogmi8a0%3d&hl=en-in&gl=in&fo_m=mfohqo559jfvmuozjvpjpl1ymfz3binywbdumfaxtpp5kxh-&utm_source=tactile&gei=h6irar7ahvmhnespg5jz4ao&ei=h6irar7ahvmhnespg5jz4ao&fo_s=oa,soe&opi=79508299&ebb=1&cs=0&foub=mcpp","09376053967","","
Rajdeep Industrial Estate, BIBI LAKE, 1/2, STATION ROAD, Vatva, Ahmedabad, Gujarat 382445","Restaurant","unknown","80","","","google-maps","4","2026-06-12T06:09:15.055Z","Restaurant","Vatva"
"Shree Ganesh Food Centre","","09974952073","","
Canteen no 1, VATVA, opp. Kiran Industries, opp. Bhavna Roadways, Phase I, Vatva GIDC, Ahmedabad, Gujarat 382445","Restaurant","unknown","65","","","google-maps","4.7","2026-06-12T06:09:19.689Z","Restaurant","Vatva"
"HARIYANA RESTAURANT","https://business.google.com/create?fp=7036175359887177825&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","09638221094","","
XJCG+VVM Bombay Conductor, Phase I, Vatva GIDC, Ahmedabad, Gujarat 382445","Restaurant","unknown","80","","","google-maps","4","2026-06-12T06:09:23.816Z","Restaurant","Vatva"
"Ramadhani Restaurant","https://www.google.com/searchviewer/42?cvd=clw_eickjeicijigehkif9lx29ipeqonl2cvmtf6nv83c2o5obgbogmi8a0%3d&hl=en-in&gl=in&fo_m=mfohqo559jfvmuozjvpjpl1ymfz3binywbdumfaxtpp5kxh-&utm_source=tactile&gei=lkirareweq-wwcsps9ykwak&ei=lkirareweq-wwcsps9ykwak&fo_s=oa,soe&opi=79508299&ordertype=1&ebb=1&cs=0&foub=mcpp","09571300285","","
Jaimin Park Society, Dibiyapur, Vatva, Ahmedabad, Gujarat 382445","Punjabi restaurant","unknown","85","","","google-maps","5","2026-06-12T06:09:28.081Z","Restaurant","Vatva"
"Vatva Mart","https://business.google.com/create?fp=11105956851541760537&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","09125380913","","
Plot No.1010, Near Jain Ashram, Opp. Radhey Park Ground, Navapura, Vatva, Ahmedabad, Gujarat 382445","Grocery store","unknown","80","","","google-maps","4.2","2026-06-12T06:10:28.579Z","Grocery Store","Vatva"
"D MART Vatva","https://business.google.com/create?fp=13906992141416008336&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","","","
Radhe Highets, Vatva, Ahmedabad, Gujarat 382445","Market","unknown","65","","","google-maps","4.4","2026-06-12T06:10:36.624Z","Grocery Store","Vatva"
"Yashvi trading company","","09558364163","","
Beside Arihant Healthcare, opposite vrundavan vihar society, Satyam Shivam Road, Ghodasar, Vatva, Ahmedabad, Gujarat 382445","Indian grocery store","unknown","65","","","google-maps","4.7","2026-06-12T06:10:42.617Z","Grocery Store","Vatva"
"7MAX MART","","","","
Plot-11-Sur-769 Bus stop, Qutub Nagar, Vasna Telephone Exchange, Saiyedwadi, Vatva, Ahmedabad, Gujarat 382445","Grocery store","unknown","50","","","google-maps","4.6","2026-06-12T06:10:46.968Z","Grocery Store","Vatva"
"Naresh Kirana Store","","09898306993","","
Om Shantinagar 3, Vatva, Ahmedabad, Gujarat 382445","Grocery store","unknown","65","","","google-maps","5","2026-06-12T06:10:53.244Z","Grocery Store","Vatva"
"Guru Krupa Kerala Stores","","08320042041","","
Shop No.50, Shankewar Ind, near SR Hotel, opp. Gujarat offset, Vatva, Ahmedabad, Gujarat 382445","Grocery store","unknown","65","","","google-maps","4.5","2026-06-12T06:11:03.642Z","Grocery Store","Vatva"
"Dhanlaxmi Super Market","https://business.google.com/create?fp=3780101698831586182&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","09978368192","","
Shop No 1, Devam Residency, Vatva, Ahmedabad, Gujarat 382445","General store","unknown","85","","","google-maps","4.8","2026-06-12T06:11:11.387Z","Grocery Store","Vatva"
"Jalaram Provision Store","","09173590915","","
Vatva, Vinzol Rail Crossing Rd, Dibiyapur, Vatva, Ahmedabad, Gujarat 382445","Grocery store","unknown","65","","","google-maps","4.8","2026-06-12T06:11:17.709Z","Grocery Store","Vatva"
"Balaji Provision Store","","09998622201","","
Vatva, Ahmedabad, Gujarat 382445","Grocery store","unknown","55","","","google-maps","3.6","2026-06-12T06:11:21.478Z","Grocery Store","Vatva"
"SHREE KHETLAJI PROVISON STORE","","09601138545","","
SHOP NO 14 SHIV PARK SHOPPING CENTER, nr. NEELKHANTH MAHADEV, Vatva, Ahmedabad, Gujarat 382445","Grocery store","unknown","65","","","google-maps","5","2026-06-12T06:11:25.620Z","Grocery Store","Vatva"
"New Ganesh Provision Store","","09375816955","","
Shop No.1 , Satyam sagar Shoping Centre, near Ashapuri Residency, Vatva, Ahmedabad, Gujarat 382445","Indian grocery store","unknown","60","","","google-maps","4.4","2026-06-12T06:11:29.587Z","Grocery Store","Vatva"
"Akxar Super Market","https://business.google.com/create?fp=487631387924225721&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","","","
SANGANI VRAJBHOOMI, Vatva, Ahmedabad, Gujarat 382445","Grocery store","unknown","70","","","google-maps","5","2026-06-12T06:11:33.458Z","Grocery Store","Vatva"
"Radhe krishna Kirana Stores","https://business.google.com/create?fp=153492837236918948&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","09924368754","","
WJW6+JV5, New Vatva Rd, Vatva, Ahmedabad, Gujarat 382445","General store","unknown","80","","","google-maps","4.2","2026-06-12T06:11:37.378Z","Grocery Store","Vatva"
"Raymond Ready To Wear","https://vastral.myraymond.com/ready-to-wear","08069680247","","
19/20, The East Gate, No. 17/18, Sardar Patel Ring Rd, opposite RAF Campus, Vastral, Ahmedabad, Gujarat 382418","Clothing store","unknown","85","","","google-maps","4.9","2026-06-12T06:12:26.595Z","Cloth","Vastral"
"Rudra Fashion","","09825862266","","
Swaminarayan park, 33_34, Takshashila School Rd, opp. Suryam Square, nr. Vishwa Electronic, Pranami Nagar, Vastral, Ahmedabad, Gujarat 382418","Clothing store","unknown","65","","","google-maps","4.8","2026-06-12T06:12:34.646Z","Cloth","Vastral"
"Westside - Vastral, Ahmedabad","https://www.westside.com/?utm_source=google-gmb&utm_medium=gmb-seo-url&utm_campaign=westside-gmb","07506401234","","
XMQ7+2R5, Vastral, Ahmedabad, Gujarat 382418","Clothing store","unknown","80","","","google-maps","4.3","2026-06-12T06:12:38.694Z","Cloth","Vastral"
"Umiya fashion hub","","09157209231","","
Vastral, Ahmedabad, Gujarat 382418","Clothing store","unknown","65","","","google-maps","5","2026-06-12T06:12:42.813Z","Cloth","Vastral"
"Bollywood Fashion","https://bollywoodfashion.net","06352764045","","
Silver City, shopping centre, 46,Krishna dham, Takshashila School Rd, Vastral, Ahmedabad, Gujarat 382415","Clothing store","unknown","85","","","google-maps","4.7","2026-06-12T06:12:47.040Z","Cloth","Vastral"
"JALARAM APPARELS","","09067822710","","
SHOP NUMBER, FIRST FLOOR, Shreedhar Heights, D.119, near DEVASY INTERNATIONAL SCHOOL, Vastral, Ahmedabad, Gujarat 382415","Clothing store","unknown","65","","","google-maps","4.9","2026-06-12T06:12:51.091Z","Cloth","Vastral"
"Fashion Trendz","http://www.fashiontrendz.com","07990472973","","
metro pillar no.137, Surdhara Tenament, Shop .1, Vastral Road, opp. Avadh Pride, Vastral, Ahmedabad, Gujarat 382418","Clothing store","unknown","85","","","google-maps","5","2026-06-12T06:12:55.198Z","Cloth","Vastral"
"Lughada The Fashion Hub","","","","
A/F/8, Sahaj Residensy, Nr. Karnavati Mega Mall, 382418, Vastral, Ahmedabad, Gujarat 382418","Clothing store","unknown","50","","","google-maps","5","2026-06-12T06:12:59.219Z","Cloth","Vastral"
"The collection","","","","
sanidhya Arcade, 113, Sardar Patel Ring Rd, nr. Reliance petrol pump, Vastral, Ahmedabad, Gujarat 382418","Clothing store","unknown","50","","","google-maps","5","2026-06-12T06:13:03.617Z","Cloth","Vastral"
"BAJRANG FASHION VASTRAL","","","","
Metro Pillar no. 136, Samrajya Shopping Centre, Shop No. 2, Vastral, Ahmedabad, Gujarat 382418","Clothing store","unknown","50","","","google-maps","5","2026-06-12T06:13:07.599Z","Cloth","Vastral"
"Nehru Nagar market","https://business.google.com/create?fp=16230197424997377871&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","08460558113","","
2M35+PPF, Shivalay Park Society Part 1, Pranami Nagar, Vastral, Ahmedabad, Gujarat 382418","Clothing store","unknown","80","","","google-maps","4.1","2026-06-12T06:13:11.503Z","Cloth","Vastral"
"Zankar Selection","http://zankarselection.com","09426087527","","
A 9 maruti tenament, Vastral Road, near bhavna school on kenal, Ahmedabad, Gujarat 382418","Clothing store","unknown","80","","","google-maps","4.2","2026-06-12T06:13:19.516Z","Cloth","Vastral"
"Manpasand Garment","","07600117485","","
Shop No -5,6, Suryam Square Complex, Swaminarayan Cross Road, Takshashila School Rd, nr. Karnavati Mega Mall 1, Odhav, Vastral, Ahmedabad, Gujarat 382415","Clothing store","unknown","60","","","google-maps","4.3","2026-06-12T06:13:23.392Z","Cloth","Vastral"
"Madhavam Restaurant","https://www.google.com/searchviewer/42?cvd=clw_eickjeicijigehkif9lx29ipeqonl2cvmtfrndffal92nxgbogmi8a0%3d&hl=en-in&gl=in&fo_m=mfohqo559jfvmuozjvpjpl1ymfz3binywbdumfaxtpp5kxh-&utm_source=tactile&gei=qamraphta5gxwcsph7knkao&ei=qamraphta5gxwcsph7knkao&fo_s=oa,soe&opi=79508299&ordertype=1&ebb=1&cs=0&foub=mcpp","07819840177","","
Shop No 4, Gajanan Arcade, Vastral, Ahmedabad, Gujarat 382418","Vegetarian restaurant","unknown","85","","","google-maps","4.7","2026-06-12T06:14:05.096Z","Restaurant","Vastral"
"SHREE BAPASITARAM RESTAURANT","","06352453194","","
amrapali shopping centre, 1/1, Vastral Road, near Hiraba school, opp. Metro Pillar Number 107, Chitralekha Society, Mahadev Nagar Tekra, Ahmedabad, Gujarat 382418","North Indian restaurant","unknown","65","","","google-maps","4.6","2026-06-12T06:14:09.441Z","Restaurant","Vastral"
"Marwadi food corner","https://business.google.com/create?fp=11440376700775670946&hl=en&authuser=0&gmbsrc=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&ppsrc=gmbmi&utm_campaign=in-en-et-ip-z-gmb-s-z-l~mrc%7cclaimbz%7cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0","09316868362","","
Om arcade, near Ved Arcade Mall, Pranami Nagar, Vastral, Ahmedabad, Gujarat 382418","Family restaurant","unknown","85","","","google-maps","4.8","2026-06-12T06:14:22.630Z","Restaurant","Vastral"
"The Mist","https://www.google.com/searchviewer/42?cvd=clw_eickjeicijigehkif9lx29ipeqonl2cvmtfwnwx3x3hzcxgbogmi8a0%3d&hl=en-in&gl=in&fo_m=mfohqo559jfvmuozjvpjpl1ymfz3binywbdumfaxtpp5kxh-&utm_source=tactile&gei=vqmrarxdn9wfnespjo7m0ao&ei=vqmrarxdn9wfnespjo7m0ao&fo_s=oa,soe&opi=79508299&ordertype=1&ebb=1&cs=0&foub=mcpp","07069919918","","
ft, 200, Sardar Patel Ring Rd, Vastral, Ahmedabad, Gujarat 382418","North Indian restaurant","unknown","80","","","google-maps","4.4","2026-06-12T06:14:26.521Z","Restaurant","Vastral"
"Vrindavan Rooftop Restaurant","","09319159314","","
Vrindavan Rooftop Restaurant, Rani Laxmibai Marg, near Urban Health Centre, Vastral, Ahmedabad, Gujarat 382418","Restaurant","unknown","65","","","google-maps","4.7","2026-06-12T06:14:30.869Z","Restaurant","Vastral"
"The Grand Neelkanth","http://thegrandneelkanth.com","09662944429","","
Kankubag Mall, Tejandra Park, 2, Vastral, Ahmedabad, Gujarat 382418","Vegetarian restaurant","unknown","80","","","google-maps","4.3","2026-06-12T06:14:35.405Z","Restaurant","Vastral"
"A Magic Masala || Best Restaurant & Veg-Restaurant In Vastral || Best Fast Food Restaurant In Vastral","https://www.instagram.com/a_magic_masala?igsh=mtbwbhvodwhidjkwma==","09909910309","","
Shapath Complex, Galaxy Rd, Vastral, Ahmedabad, Gujarat 382418","Restaurant","unknown","80","","","google-maps","4","2026-06-12T06:14:39.625Z","Restaurant","Vastral"
"Pushp Restaurant","https://www.swiggy.com/restaurants/pushp-restaurant-vastral-isanpur-ahmedabad-823044/dineout?is_retargeting=true&media_source=googlereserve&utm_campaign=googlemap&utm_source=googlereserve","09426056530","","
Ground Floor,Pushp Business Campus, Vastral Cross Road, Sardar Patel Ring Rd, opp. Metro Station, Vastral, Ahmedabad, Gujarat 382418","Punjabi restaurant","unknown","80","","","google-maps","4.1","2026-06-12T06:14:44.240Z","Restaurant","Vastral"
"Madhav ni Pol","http://www.madhavnipod.com/menu.php","08460464604","","
Nr.Mehsul Bhavan, Sardar Patel Ring Rd, opp. Madhav Farm Road, Pranami Nagar, Vastral, Ahmedabad, Gujarat 382418","Gujarati restaurant","unknown","80","","","google-maps","4.3","2026-06-12T06:14:48.437Z","Restaurant","Vastral"
